3891,4303
45,2350,1
45,2355,1
45,2397,1
45,2516,1
45,2538,1
45,2575,1
45,2622,2
45,2694,1
45,2739,1
45,2776,1
45,2815,1
45,2843,1
45,2931,1
45,3074,3
45,3075,2
45,3192,1
45,3225,1
45,3234,1
45,3270,1
45,3414,1
45,3553,1
45,3614,1
45,3785,1
45,3802,1
45,3884,1
45,3930,1
45,3932,1
45,3988,1
45,4113,1
45,4157,1
46,93,1
46,115,3
46,128,3
46,132,1
46,165,1
46,257,3
46,272,3
46,345,1
46,416,1
46,466,2
46,565,1
46,592,2
46,638,3
46,701,1
46,784,1
46,805,1
46,836,2
46,852,1
46,868,5
46,905,1
46,1076,1
46,1279,1
46,1291,1
46,1295,1
46,1337,1
46,1364,2
46,1501,1
46,1504,1
46,1927,5
46,2120,3
46,2235,1
46,2283,1
46,2424,1
46,2435,1
46,2518,1
46,2607,1
46,2721,1
46,2725,2
46,2743,2
46,2758,1
46,2821,1
46,3075,1
46,3127,1
46,3276,1
46,3704,1
46,3747,1
46,4029,1
46,4174,2
46,4204,2
46,4253,1
47,74,2
47,338,1
47,393,1
47,432,1
47,651,1
47,789,1
47,921,1
47,938,1
47,967,1
47,1037,1
47,1233,1
47,1423,1
47,1453,1
47,1576,1
47,1797,1
47,1930,3
47,2045,1
47,2306,1
47,2371,1
47,2385,1
47,2515,1
47,2568,1
47,2701,1
47,2702,1
47,2756,1
47,2826,1
47,3074,2
47,3127,1
47,3213,1
47,3402,1
47,3768,1
47,3811,1
47,3841,1
47,3914,1
47,3950,1
47,4182,1
47,4207,1
48,1,3
48,105,1
48,393,3
48,446,1
48,842,1
48,882,2
48,970,1
48,973,1
48,1012,1
48,1036,1
48,1157,1
48,1174,6
48,1227,1
48,1260,1
48,1376,6
48,1437,1
48,1543,1
48,1576,4
48,1608,1
48,1620,1
48,1673,1
48,1721,1
48,1775,1
48,1776,1
48,1837,1
48,1886,1
48,1972,3
48,2083,1
48,2135,1
48,2185,1
48,2197,1
48,2331,1
48,2350,1
48,2420,1
48,2465,1
48,2501,1
48,2583,1
48,2645,1
48,2676,1
48,2739,2
48,2768,3
48,2839,1
48,2872,1
48,2881,3
48,2944,1
48,3050,8
48,3133,1
48,3317,3
48,3350,1
48,3363,1
48,3528,1
48,3605,2
48,3626,1
48,3868,3
48,3926,1
48,3950,1
48,3955,1
48,4039,4
48,4041,3
48,4155,1
48,4208,1
49,5,1
49,47,1
49,71,2
49,80,1
49,235,1
49,343,9
49,393,4
49,472,1
49,493,1
49,495,1
49,575,1
49,685,4
49,813,1
49,839,3
49,841,1
49,842,3
49,882,13
49,898,5
49,916,1
49,1012,2
49,1015,2
49,1033,3
49,1180,2
49,1198,3
49,1207,3
49,1278,1
49,1333,1
49,1576,2
49,1605,1
49,1734,4
49,1908,1
49,1950,1
49,2013,10
49,2093,1
49,2208,1
49,2249,1
49,2347,1
49,2489,1
49,2645,2
49,2732,2
49,2767,3
49,2802,1
49,2815,1
49,2839,1
49,2971,1
49,3050,12
49,3082,1
49,3177,1
49,3290,1
49,3317,1
49,3440,1
49,3469,2
49,3528,1
49,3568,1
49,3579,5
49,3803,1
49,4011,2
49,4056,1
50,200,1
50,241,1
50,286,1
50,491,4
50,502,1
50,591,1
50,733,1
50,781,2
50,836,2
50,846,1
50,897,1
50,915,1
50,967,5
50,978,2
50,1036,1
50,1174,3
50,1180,1
50,1207,1
50,1212,1
50,1222,2
50,1254,1
50,1264,1
50,1276,1
50,1286,1
50,1376,3
50,1417,1
50,1439,1
50,1447,1
50,1454,1
50,1576,5
50,1776,1
50,1818,1
50,1858,4
50,1887,1
50,1898,1
50,1926,1
50,1930,2
50,1973,1
50,1986,1
50,2068,2
50,2080,1
50,2203,1
50,2306,1
50,2315,1
50,2330,1
50,2369,2
50,2401,1
50,2468,1
50,2512,1
50,2534,1
50,2691,1
50,2700,1
50,2738,1
50,2739,1
50,2875,1
50,2926,1
50,2974,1
50,2998,1
50,3041,1
50,3042,1
50,3050,2
50,3074,6
50,3127,1
50,3145,1
50,3174,5
50,3238,1
50,3311,1
50,3315,1
50,3345,1
50,3423,1
50,3545,1
50,3734,1
50,3873,1
50,3883,1
50,3943,1
50,3980,1
50,3985,1
50,4039,1
50,4092,1
50,4155,2
50,4253,1
51,109,1
51,122,1
51,393,2
51,476,1
51,486,1
51,531,1
51,607,1
51,684,1
51,810,1
51,914,1
51,970,1
51,1012,6
51,1174,2
51,1180,1
51,1376,2
51,1543,4
51,1576,1
51,1711,1
51,2253,2
51,2412,1
51,2562,1
51,2612,1
51,2620,1
51,2659,1
51,2722,1
51,2739,2
51,2829,1
51,2881,1
51,3050,3
51,3074,3
51,3127,1
51,3225,1
51,3256,1
51,3460,1
51,3528,1
51,3639,2
51,4063,2
52,1,1
52,198,1
52,318,1
52,393,1
52,476,1
52,596,1
52,684,1
52,685,1
52,748,1
52,752,1
52,810,1
52,860,1
52,921,1
52,978,1
52,1012,9
52,1174,6
52,1229,2
52,1376,7
52,1501,1
52,1576,1
52,1721,1
52,1735,1
52,1776,1
52,1903,1
52,1908,2
52,2113,1
52,2145,1
52,2221,7
52,2233,1
52,2331,1
52,2345,1
52,2401,1
52,2468,1
52,2489,1
52,2630,1
52,2633,1
52,2659,1
52,2738,2
52,2739,2
52,2881,1
52,2971,1
52,3041,1
52,3050,5
52,3074,2
52,3317,1
52,3326,1
52,3402,1
52,3460,1
52,3465,1
52,3528,2
52,3587,1
52,3712,1
52,3891,1
52,3914,1
52,3934,1
52,3955,1
52,3976,1
52,4005,1
52,4055,1
52,4063,2
52,4064,1
52,4075,1
52,4092,1
53,142,1
53,200,1
53,212,1
53,241,1
53,297,1
53,299,1
53,312,1
53,343,1
53,472,1
53,527,1
53,685,2
53,882,1
53,976,1
53,1012,5
53,1022,1
53,1037,2
53,1098,1
53,1191,4
53,1229,1
53,1309,1
53,1329,1
53,1339,1
53,1404,1
53,1413,1
53,1421,1
53,1549,1
53,1596,1
53,1734,1
53,1858,4
53,1933,1
53,1953,1
53,1986,1
53,2171,1
53,2255,1
53,2345,1
53,2369,1
53,2400,1
53,2413,1
53,2555,1
53,2558,2
53,2645,1
53,2738,1
53,2841,1
53,2872,2
53,2875,1
53,3041,1
53,3074,1
53,3123,1
53,3128,1
53,3414,1
53,3523,1
53,3875,1
53,3990,1
53,4297,1
54,44,1
54,71,1
54,149,2
54,251,7
54,274,1
54,282,2
54,326,2
54,369,2
54,393,8
54,475,1
54,542,4
54,637,5
54,657,1
54,685,7
54,776,1
54,903,1
54,915,1
54,1012,13
54,1025,5
54,1036,1
54,1111,4
54,1127,1
54,1198,1
54,1339,1
54,1409,1
54,1540,1
54,1561,1
54,1616,2
54,1634,1
54,1711,4
54,1734,1
54,1754,1
54,1858,1
54,1876,5
54,1908,1
54,1932,1
54,1969,1
54,1972,1
54,1986,2
54,2013,10
54,2025,1
54,2110,3
54,2152,1
54,2221,5
54,2255,1
54,2258,1
54,2314,1
54,2347,1
54,2388,1
54,2474,1
54,2555,1
54,2631,1
54,2659,4
54,2778,1
54,2875,2
54,2896,1
54,2919,1
54,3050,7
54,3074,7
54,3123,6
54,3340,1
54,3490,1
54,3525,1
54,3531,1
54,3545,1
54,3579,2
54,3654,1
54,3826,2
54,4001,1
54,4029,1
54,4141,1
54,4270,3
54,4300,1
55,251,1
55,318,1
55,595,1
55,1034,1
55,1055,3
55,1198,1
55,1365,1
55,1465,1
55,1666,3
55,1734,1
55,1769,3
55,1858,1
55,1908,1
55,2028,1
55,2222,1
55,2347,1
55,2480,1
55,2506,1
55,2558,1
55,3057,1
55,3183,1
55,3190,2
55,3274,1
55,3414,1
55,4226,1
56,93,2
56,272,1
56,281,3
56,341,1
56,542,1
56,921,2
56,967,1
56,1025,2
56,1037,1
56,1111,5
56,1198,2
56,1372,1
56,1421,1
56,1576,1
56,1673,1
56,1811,1
56,1899,1
56,1905,1
56,2110,2
56,2570,1
56,2633,1
56,2716,1
56,2721,1
56,2725,4
56,3050,1
56,3057,2
56,3127,5
56,3277,1
56,3711,1
56,3832,2
56,3896,1
56,4011,1
56,4038,1
56,4062,1
56,4133,1
56,4150,1
56,4254,1
57,76,1
57,376,3
57,849,1
57,1035,1
57,1131,1
57,1451,2
57,2009,2
57,2220,1
57,2371,1
57,2389,1
57,2444,1
57,2459,1
57,2820,1
57,3021,3
57,3187,3
57,3435,1
57,3841,1
57,3893,2
57,3925,1
57,4137,2
57,4174,1
58,338,1
58,354,1
58,542,1
58,554,1
58,578,2
58,671,2
58,849,1
58,868,1
58,882,1
58,967,3
58,1481,1
58,1576,3
58,1657,1
58,1710,1
58,1930,1
58,2017,1
58,2046,2
58,2347,1
58,2444,1
58,2518,1
58,2691,1
58,2703,1
58,2712,2
58,2720,1
58,2721,1
58,3072,2
58,3074,3
58,3075,1
58,3095,1
58,3126,1
58,3215,1
58,3256,1
58,3257,1
58,3363,1
58,3639,1
58,3841,1
58,4011,1
58,4041,3
58,4178,1
58,4209,2
59,288,1
59,302,1
59,393,3
59,446,1
59,685,2
59,748,1
59,810,1
59,817,1
59,926,1
59,973,1
59,1012,2
59,1015,4
59,1174,4
59,1362,1
59,1376,3
59,1543,1
59,1567,1
59,1576,1
59,1606,1
59,2068,1
59,2113,1
59,2135,1
59,2331,2
59,2333,3
59,2420,1
59,2479,1
59,2522,1
59,2558,1
59,2568,1
59,2583,1
59,2872,1
59,2974,1
59,2998,2
59,3050,2
59,3174,2
59,3441,1
59,3528,1
59,3579,4
59,3796,1
59,3868,1
59,3873,1
59,4029,1
59,4185,1
60,2,1
60,7,3
60,90,3
60,128,1
60,188,1
60,230,2
60,253,1
60,257,2
60,305,1
60,324,1
60,455,1
60,466,1
60,538,4
60,542,1
60,637,1
60,733,1
60,776,2
60,812,8
60,847,1
60,938,2
60,1198,3
60,1364,1
60,1404,1
60,1410,5
60,1492,1
60,1711,1
60,1713,1
60,1727,5
60,1733,1
60,1859,1
60,1908,1
60,1998,1
60,2013,1
60,2024,1
60,2119,1
60,2160,1
60,2244,1
60,2350,2
60,2384,3
60,2412,1
60,2425,1
60,2558,1
60,2709,1
60,2931,1
60,3031,1
60,3167,1
60,3183,1
60,3235,1
60,3301,1
60,3433,1
60,3531,2
60,3599,1
60,3828,1
60,3841,1
60,3851,1
60,4172,1
61,236,1
61,281,1
61,562,1
61,631,2
61,651,1
61,784,1
61,967,1
61,1117,1
61,1233,1
61,1413,1
61,1499,1
61,1505,1
61,2013,2
61,2024,1
61,2049,1
61,2144,1
61,2279,1
61,2296,1
61,2469,1
61,2596,1
61,2655,1
61,2678,3
61,2841,2
61,3050,1
61,3180,1
61,3768,2
61,3769,2
61,3966,1
61,3973,2
61,4070,2
61,4158,1
61,4245,1
62,613,3
62,637,1
62,679,1
62,722,1
62,898,1
62,906,1
62,1012,1
62,1362,1
62,1372,1
62,1665,1
62,1683,1
62,1728,1
62,1754,1
62,1835,1
62,1969,2
62,2145,1
62,2171,1
62,2255,1
62,2678,2
62,2699,1
62,2722,1
62,2739,1
62,3185,2
62,3420,1
62,3675,1
62,3685,1
62,3769,1
62,3994,1
62,4005,1
62,4063,1
62,4070,2
62,4089,1
62,4092,1
63,142,1
63,164,1
63,208,2
63,234,1
63,272,1
63,281,1
63,308,3
63,326,2
63,342,1
63,377,1
63,422,2
63,455,7
63,495,1
63,542,1
63,576,1
63,624,1
63,637,3
63,903,1
63,1022,1
63,1073,2
63,1101,1
63,1147,1
63,1181,1
63,1198,1
63,1242,1
63,1365,2
63,1372,2
63,1380,1
63,1501,1
63,1505,3
63,1530,4
63,1683,3
63,1711,3
63,1756,1
63,1779,1
63,1825,1
63,1886,1
63,1919,1
63,1964,1
63,1972,1
63,2001,1
63,2036,3
63,2046,1
63,2049,1
63,2149,1
63,2160,1
63,2253,2
63,2280,1
63,2535,1
63,2588,1
63,2678,3
63,2706,1
63,2731,1
63,2735,1
63,2778,1
63,2936,1
63,3075,2
63,3143,1
63,3166,1
63,3213,1
63,3248,1
63,3473,1
63,3560,1
63,3653,1
63,3681,1
63,3695,1
63,3768,8
63,4005,1
63,4070,7
63,4225,1
64,455,1
64,510,1
64,679,1
64,838,1
64,987,1
64,1124,1
64,1132,1
64,1194,1
64,1242,1
64,1258,1
64,1665,1
64,1963,2
64,2061,1
64,2123,1
64,2199,1
64,2200,1
64,2249,2
64,2385,1
64,2589,1
64,2616,2
64,2810,1
64,2820,2
64,2853,1
64,2962,1
64,3001,1
64,3057,1
64,3161,1
64,3230,1
64,3303,1
64,3314,3
64,3370,1
64,3405,1
64,3528,2
64,3607,1
64,3875,1
64,4124,1
65,18,1
65,155,1
65,198,1
65,401,1
65,477,1
65,576,1
65,747,1
65,828,1
65,873,1
65,1035,2
65,1112,1
65,1115,1
65,1141,1
65,1208,1
65,1221,6
65,1302,1
65,1340,1
65,1710,1
65,1859,1
65,2036,1
65,2046,1
65,2120,2
65,2123,1
65,2135,1
65,2138,1
65,2408,1
65,2435,1
65,2503,1
65,2673,1
65,2676,1
65,2706,1
65,2971,2
65,2973,1
65,3100,1
65,3200,1
65,3216,1
65,3528,1
65,3786,1
65,3796,2
65,3886,1
65,3925,1
65,4097,1
65,4132,1
65,4141,1
66,155,2
66,164,2
66,228,1
66,727,2
66,748,1
66,1035,1
66,1120,1
66,1221,1
66,1406,2
66,1540,1
66,1544,1
66,1920,1
66,1973,1
66,2385,1
66,2435,1
66,2704,1
66,2708,1
66,2820,2
66,3126,1
66,3390,1
67,19,1
67,49,1
67,122,2
67,230,4
67,253,1
67,277,1
67,366,1
67,679,2
67,772,1
67,970,1
67,1110,2
67,1697,1
67,1732,1
67,1920,1
67,1963,1
67,2518,1
67,2616,2
67,2694,3
67,2714,1
67,2790,1
67,2820,1
67,2946,1
67,3078,1
67,3230,1
67,3370,1
67,3487,1
67,3555,1
67,3638,2
67,3643,1
67,4204,1
68,53,2
68,61,1
68,109,1
68,188,1
68,253,1
68,327,1
68,361,2
68,376,3
68,445,3
68,455,1
68,466,4
68,473,2
68,486,1
68,616,1
68,738,1
68,804,1
68,812,1
68,852,1
68,853,1
68,884,2
68,940,3
68,970,1
68,1158,3
68,1198,2
68,1279,1
68,1281,1
68,1362,1
68,1372,1
68,1379,1
68,1444,1
68,1790,2
68,1964,2
68,1970,1
68,2024,1
68,2139,1
68,2145,1
68,2266,1
68,2350,1
68,2377,5
68,2493,3
68,2560,1
68,2628,1
68,2746,1
68,2798,2
68,2861,1
68,2979,1
68,3008,1
68,3010,1
68,3118,1
68,3250,1
68,3376,1
68,3388,1
68,3393,1
68,3418,2
68,3531,1
68,3563,1
68,3794,2
68,3828,1
68,3856,1
68,4220,2
69,47,1
69,49,3
69,104,2
69,200,3
69,208,5
69,276,1
69,281,4
69,533,1
69,619,3
69,747,1
69,748,1
69,970,2
69,1221,3
69,1232,3
69,1345,1
69,1401,1
69,1472,1
69,1513,2
69,1616,3
69,1827,1
69,1932,1
69,1972,2
69,2135,3
69,2151,1
69,2167,1
69,2196,1
69,2345,1
69,2371,1
69,2424,1
69,2535,2
69,2627,3
69,2860,1
69,3097,1
69,3191,3
69,3311,1
69,3402,1
69,4166,1
69,4298,1
70,18,3
70,74,1
70,95,3
70,164,1
70,208,3
70,241,1
70,359,1
70,387,6
70,458,3
70,562,1
70,596,2
70,646,4
70,658,1
70,727,1
70,966,2
70,1027,2
70,1052,1
70,1092,1
70,1115,1
70,1154,1
70,1530,1
70,1558,1
70,1725,1
70,1732,1
70,1758,1
70,2363,1
70,2558,1
70,2939,3
70,3078,1
70,3222,2
70,3324,3
70,3442,1
70,3745,1
70,3832,1
70,3851,3
70,3985,3
70,4159,1
70,4302,2
71,71,1
71,109,1
71,112,1
71,126,1
71,142,1
71,164,8
71,194,3
71,373,1
71,455,1
71,491,1
71,495,1
71,646,1
71,729,3
71,866,1
71,894,1
71,897,1
71,915,2
71,1147,2
71,1221,5
71,1337,1
71,1365,1
71,1372,1
71,1406,3
71,1407,1
71,1415,1
71,1428,2
71,1513,2
71,1943,1
71,1980,2
71,2046,1
71,2061,1
71,2120,2
71,2133,1
71,2330,1
71,2350,2
71,2371,1
71,2412,1
71,2435,4
71,2671,1
71,2722,1
71,2725,1
71,2748,1
71,2833,1
71,2979,3
71,3150,1
71,3523,1
71,3531,1
71,3558,1
71,3734,1
71,3973,3
71,4078,1
72,112,1
72,326,1
72,373,1
72,473,1
72,491,1
72,528,1
72,894,1
72,1222,1
72,1372,1
72,1415,1
72,1769,2
72,1845,1
72,2091,1
72,2110,1
72,2215,1
72,2323,1
72,2490,1
72,2499,2
72,2705,1
72,2833,1
72,2974,1
72,3228,1
72,3534,1
72,3745,1
72,3973,2
72,3982,1
72,4144,2
73,226,1
73,482,1
73,503,3
73,528,1
73,551,1
73,839,1
73,852,1
73,927,1
73,1145,1
73,1267,1
73,1372,1
73,2004,3
73,2020,2
73,2136,1
73,2186,2
73,2251,1
73,2258,1
73,2324,1
73,2532,1
73,2576,3
73,2677,1
73,2706,1
73,2770,1
73,2820,3
73,2993,1
73,3001,1
73,3191,1
73,3205,3
73,3438,1
73,3446,1
73,3486,1
73,3883,1
73,3946,1
73,4126,1
74,244,1
74,646,1
74,735,1
74,1136,4
74,1469,3
74,1541,1
74,1677,1
74,1693,1
74,1893,1
74,1949,1
74,2431,2
74,2478,1
74,2558,1
74,2576,1
74,2762,1
74,2939,3
74,3153,1
74,3258,1
74,3411,1
74,3493,1
74,3548,2
74,3925,1
74,3966,1
74,4055,1
75,42,10
75,57,1
75,142,2
75,185,1
75,343,6
75,361,4
75,378,2
75,411,1
75,546,1
75,704,1
75,733,2
75,774,3
75,812,4
75,913,2
75,934,1
75,1061,1
75,1114,7
75,1115,1
75,1189,1
75,1198,4
75,1374,1
75,1384,1
75,1588,1
75,1826,1
75,1886,1
75,1989,1
75,2184,2
75,2186,7
75,2633,1
75,2951,3
75,3695,1
75,3704,1
75,3796,1
75,3858,1
75,4000,2
75,4045,5
75,4081,1
75,4116,2
75,4300,1
76,2,1
76,208,1
76,376,2
76,679,2
76,772,1
76,806,1
76,843,1
76,1065,2
76,1297,2
76,1379,1
76,2009,2
76,2128,2
76,2371,1
76,2596,1
76,3747,2
76,4105,1
76,4148,1
77,245,1
77,410,1
77,542,1
77,702,1
77,711,1
77,959,1
77,967,2
77,1117,1
77,1151,1
77,1157,1
77,1191,2
77,1362,1
77,1576,1
77,1696,1
77,1858,2
77,1862,1
77,1908,1
77,2068,1
77,2093,1
77,2253,1
77,2347,1
77,2471,1
77,2571,1
77,2738,1
77,2863,1
77,2875,1
77,2897,1
77,3062,1
77,3142,1
77,3407,1
77,3712,1
77,3751,1
77,3768,1
77,3811,1
77,3914,1
77,4253,2
77,4287,1
78,170,1
78,275,1
78,477,1
78,493,1
78,519,2
78,882,1
78,1178,1
78,1218,1
78,1229,1
78,1376,1
78,1487,1
78,1800,1
78,1986,1
78,2068,1
78,2382,1
78,2406,1
78,2574,1
78,2768,1
78,2831,1
78,3041,1
78,3074,1
78,3150,1
78,3441,1
78,3446,1
78,3528,1
78,3546,1
78,3612,1
78,4022,1
79,53,1
79,115,1
79,166,1
79,185,1
79,316,1
79,376,8
79,391,1
79,473,1
79,501,1
79,578,1
79,588,1
79,607,1
79,637,1
79,647,2
79,704,1
79,812,3
79,1089,1
79,1111,1
79,1114,1
79,1214,1
79,1317,1
79,1394,2
79,1617,1
79,1636,1
79,1661,1
79,1725,1
79,1798,2
79,1815,2
79,2167,1
79,2339,1
79,2479,1
79,2518,1
79,2566,1
79,2694,1
79,2740,1
79,2768,1
79,2770,1
79,2829,1
79,2860,1
79,2930,1
79,2954,1
79,2971,1
79,3017,1
79,3051,1
79,3371,4
79,3645,5
79,3670,1
79,3729,2
79,3774,1
79,3796,2
79,3856,1
79,3953,1
79,4075,2
79,4115,1
79,4116,1
79,4152,1
80,169,2
80,510,1
80,789,1
80,841,1
80,1114,1
80,1270,3
80,1357,1
80,1713,1
80,2645,1
80,2831,1
80,3063,1
80,3074,1
80,3149,1
80,3528,1
80,3731,1
80,3869,1
81,18,1
81,76,1
81,115,1
81,188,1
81,275,1
81,376,4
81,391,3
81,481,2
81,730,2
81,733,1
81,776,2
81,836,1
81,970,1
81,1005,1
81,1037,1
81,1372,1
81,1379,4
81,1392,1
81,1451,1
81,1533,4
81,1639,1
81,1646,2
81,1698,1
81,1702,1
81,1798,2
81,1908,1
81,1920,1
81,2108,1
81,2110,1
81,2233,1
81,2412,1
81,2434,2
81,2456,2
81,2473,1
81,2649,3
81,2694,1
81,2763,1
81,2764,2
81,2785,1
81,2939,1
81,2996,1
81,3021,2
81,3127,1
81,3150,1
81,3153,1
81,3433,1
81,3446,1
81,3548,1
81,3555,2
81,3794,1
81,3842,1
81,3858,1
82,80,1
82,111,10
82,208,1
82,281,1
82,363,1
82,696,1
82,901,1
82,943,2
82,1005,1
82,1033,2
82,1088,1
82,1144,1
82,1162,1
82,1366,3
82,1401,1
82,1630,2
82,1636,1
82,1929,1
82,1998,1
82,2350,1
82,2373,1
82,2430,1
82,2500,1
82,2516,1
82,2747,1
82,2794,1
82,2820,1
82,2907,1
82,2936,1
82,2939,2
82,3041,2
82,3851,2
82,4104,3
82,4199,1
82,4264,3
83,0,1
83,111,14
83,305,1
83,428,1
83,525,1
83,812,1
83,832,3
83,920,1
83,926,1
83,1033,1
83,1076,1
83,1173,1
83,1187,1
83,1198,1
83,1362,2
83,1501,1
83,1545,2
83,1630,3
83,1635,1
83,1725,1
83,1727,2
83,1998,1
83,2231,1
83,2302,2
83,2350,1
83,2420,1
83,2444,1
83,2476,1
83,2558,1
83,2576,1
83,2596,1
83,2600,1
83,2694,2
83,2715,2
83,2820,1
83,2951,3
83,3105,3
83,3260,5
83,3419,1
83,3467,1
83,3567,1
83,3614,1
83,3653,1
83,3672,2
83,3731,1
83,3974,2
83,4036,5
83,4075,1
83,4080,1
83,4107,1
83,4162,1
83,4174,1
83,4226,2
83,4261,1
83,4298,1
84,111,3
84,401,1
84,772,1
84,1035,1
84,1144,1
84,1254,1
84,1279,1
84,1337,1
84,1711,1
84,1805,1
84,1972,1
84,2430,1
84,2576,1
84,2715,1
84,2744,1
84,2951,1
84,3105,1
84,3260,3
84,3324,1
84,3354,1
84,3403,2
84,3553,1
84,3979,1
84,4080,1
85,18,4
85,111,4
85,142,4
85,208,4
85,253,1
85,295,1
85,555,1
85,659,1
85,697,1
85,735,1
85,887,4
85,1076,1
85,1342,1
85,1368,1
85,1469,1
85,1530,1
85,1541,3
85,1630,1
85,1677,2
85,1702,1
85,2036,1
85,2119,1
85,2347,1
85,2392,1
85,2495,1
85,2516,1
85,2655,1
85,2677,1
85,2854,1
85,2860,1
85,2951,1
85,3105,1
85,3110,1
85,3149,1
85,3162,1
85,3260,2
85,3313,1
85,3531,1
85,4055,2
85,4220,1
86,163,1
86,324,1
86,361,1
86,596,1
86,812,3
86,1027,1
86,1077,1
86,1089,2
86,1117,1
86,1175,1
86,1880,3
86,1887,1
86,1923,2
86,2151,1
86,2350,1
86,2368,1
86,2558,2
86,2694,1
86,2951,2
86,2995,1
86,3105,2
86,3784,1
86,4029,1
86,4207,1
87,503,1
87,547,2
87,613,3
87,670,4
87,921,3
87,1034,7
87,1054,1
87,1198,6
87,1270,5
87,1274,1
87,1415,1
87,1489,4
87,1513,1
87,1858,3
87,1947,1
87,2046,1
87,2091,1
87,2255,3
87,2347,1
87,2586,4
87,2712,1
87,2719,1
87,2881,1
87,3074,6
87,3127,1
87,3446,1
87,3531,1
87,4089,1
87,4224,1
88,19,1
88,20,3
88,52,1
88,130,3
88,142,2
88,161,1
88,212,1
88,275,1
88,302,1
88,310,1
88,432,1
88,456,1
88,547,1
88,607,1
88,613,1
88,637,1
88,670,1
88,852,1
88,882,1
88,914,1
88,915,2
88,970,1
88,1037,2
88,1051,1
88,1076,1
88,1270,1
88,1309,1
88,1415,1
88,1421,4
88,1489,2
88,1561,1
88,1573,1
88,1598,3
88,1725,1
88,1947,4
88,1964,1
88,1986,1
88,2010,4
88,2303,1
88,2495,1
88,2708,1
88,2719,2
88,2720,1
88,2739,4
88,2776,4
88,2860,1
88,2889,1
88,2902,1
88,3051,1
88,3074,1
88,3102,1
88,3175,1
88,3192,1
88,3368,1
88,3401,1
88,3487,1
88,3558,1
88,3657,1
88,3762,1
88,3773,2
88,3795,1
88,3928,2
88,4055,2
88,4254,1
88,4292,1
89,42,4
89,45,1
89,48,4
89,109,1
89,142,1
89,576,1
89,670,2
89,915,1
89,1034,2
89,1035,2
89,1076,1
89,1131,1
89,1198,3
89,1364,2
89,1372,1
89,1375,1
89,1415,1
89,1711,1
89,1720,1
89,1947,1
89,1980,3
89,2028,1
89,2255,1
89,2347,1
89,2480,1
89,2520,1
89,2672,1
89,2776,1
89,2829,1
89,3074,5
89,3127,1
89,3240,1
89,3302,4
89,3992,1
89,4235,1
90,213,1
90,402,1
90,834,1
90,1139,1
90,1154,2
90,1254,2
90,1420,1
90,1635,1
90,1690,3
90,1964,1
90,1996,1
90,3074,1
90,3797,1
90,3990,1
90,4051,5
90,4055,1
90,4069,1
90,4214,1
91,20,1
91,48,1
91,52,1
91,109,3
91,115,1
91,241,1
91,272,1
91,310,1
91,521,1
91,613,2
91,670,3
91,785,1
91,1027,1
91,1035,1
91,1099,1
91,1173,1
91,1270,5
91,1274,1
91,1314,1
91,1421,2
91,1489,5
91,1696,1
91,1725,1
91,1858,1
91,1870,1
91,1932,1
91,1947,1
91,1986,1
91,2010,1
91,2091,1
91,2100,2
91,2174,1
91,2184,2
91,2227,1
91,2255,1
91,2368,1
91,2490,2
91,2704,2
91,2721,1
91,2725,1
91,2738,1
91,3057,2
91,3074,6
91,3127,1
91,3152,1
91,3248,2
91,3274,1
91,3312,1
91,3392,1
91,3420,1
91,3522,1
91,3531,1
91,3584,1
91,3617,6
91,3711,1
91,3766,1
91,3782,4
91,3784,1
91,3810,5
91,3916,1
91,3923,1
91,3932,1
91,3985,1
91,4038,1
91,4055,4
92,90,2
92,213,4
92,241,1
92,635,1
92,812,3
92,874,1
92,1147,1
92,1153,1
92,1362,1
92,1646,1
92,1730,1
92,1759,1
92,1809,1
92,1908,2
92,1973,2
92,2061,2
92,2135,1
92,2145,1
92,2293,1
92,2443,1
92,2522,1
92,2576,1
92,2981,2
92,3039,1
92,3190,1
92,3248,1
92,3294,1
92,3363,1
92,3403,1
92,3448,1
92,3538,2
92,3568,1
92,3657,1
92,3724,3
92,4064,1
92,4166,1
92,4224,1
93,20,1
93,21,1
93,194,2
93,310,1
93,342,1
93,445,1
93,455,1
93,804,2
93,836,2
93,849,2
93,853,2
93,869,1
93,940,1
93,1033,1
93,1153,1
93,1154,2
93,1279,1
93,1449,2
93,1542,2
93,1951,1
93,2215,1
93,2490,1
93,2574,1
93,2881,1
93,3312,1
93,3446,1
93,3657,1
93,3718,1
93,3794,1
94,7,1
94,93,1
94,253,1
94,318,1
94,327,1
94,347,2
94,445,2
94,456,1
94,495,1
94,521,1
94,536,2
94,547,1
94,752,1
94,812,2
94,819,6
94,874,4
94,912,4
94,921,1
94,970,1
94,1027,1
94,1035,1
94,1051,3
94,1114,4
94,1138,1
94,1372,1
94,1385,1
94,1428,2
94,1542,1
94,1561,1
94,1606,1
94,1691,1
94,1697,1
94,1720,1
94,1725,1
94,1872,1
94,1896,1
94,1936,1
94,1972,1
94,1987,1
94,2013,1
94,2024,1
94,2139,1
94,2188,1
94,2371,1
94,2394,1
94,2469,1
94,2516,2
94,2654,1
94,2671,1
94,2716,1
94,2855,4
94,2865,1
94,2939,1
94,3128,1
94,3230,1
94,3441,1
94,3448,1
94,3649,4
94,3866,1
94,4001,1
94,4130,1
94,4157,1
95,156,1
95,235,1
95,241,1
95,253,1
95,356,1
95,361,1
95,364,1
